,X,Condition,Price,Model_Year,Mileage,Exterior_Color,Make,Type,Feedback_Perc,N_Reviews,Seller_Status,Auction,Buy_Now,num_pos_words,uses_excl,all_caps,has_warranty,review_polarity,review_positivity
1241,1241,Used,9573.85,2010,11218,black,Harley-Davidson,Cruiser,100,297819,other,FALSE,TRUE,2,FALSE,FALSE,FALSE,0.622222222,0.683333333
1242,1242,Used,16169.06,2015,3513,other,Harley-Davidson,Cruiser,100,3127,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1243,1243,Used,12070.57,2013,4029,black,Kawasaki,Touring,100,129,other,FALSE,TRUE,1,FALSE,FALSE,TRUE,-0.046875,0.525
1244,1244,New,6365.76,2017,2,other,Yamaha,Sport Bike,8.9,3148,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1245,1245,Used,2601.69,2004,3136,orange,Honda,Cruiser,100,648,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1246,1246,Used,6155.4,2010,23400,black,Honda,Touring,100,338,other,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,0
1247,1247,Used,126.05,1976,21919,red,Honda,Standard,100,2153,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1248,1248,New,10293,2014,0,blue,Yamaha,Cruiser,100,673,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1249,1249,Used,1425.8,1973,9999,green,Honda,Chopper,100,3742,Private Seller,TRUE,TRUE,0,FALSE,FALSE,FALSE,0.1,0.2
1250,1250,Used,9257.38,2015,6325,black,Harley-Davidson,Cruiser,100,635,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1251,1251,Used,4159.85,2001,18300,black,BMW,Cruiser,100,505,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1252,1252,Used,24327.8,2015,6771,black,Harley-Davidson,Touring,100,194,Private Seller,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1253,1253,New,11151.34,2014,1,other,Yamaha,Cruiser,9.2,5605,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1254,1254,Used,10952.15,2016,6340,black,Harley-Davidson,Other,100,1525,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0.8,0.75
1255,1255,Used,722.36,1981,17165,blue,Honda,Naked,100,144,Private Seller,TRUE,FALSE,1,FALSE,TRUE,FALSE,0.6875,0.875
1256,1256,Used,3769.37,2002,38673,other,Honda,Touring,100,58,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1257,1257,Used,3617.2,2004,16000,black,Honda,Standard,100,163,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1258,1258,Used,14.21,2009,29275,other,Harley-Davidson,Touring,100,117,other,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,0
1259,1259,Used,12913.34,2007,86323,white,BMW,Touring,96,718,other,TRUE,TRUE,0,FALSE,FALSE,TRUE,0,0
1260,1260,Used,14.82,1981,1000,black,Harley-Davidson,Chopper,100,63,Private Seller,TRUE,TRUE,2,FALSE,FALSE,FALSE,0.85,0.8
1261,1261,Used,5708.48,2002,9432,other,Harley-Davidson,Cruiser,100,251,Private Seller,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,0
1262,1262,Used,4825.07,2005,24168,black,Yamaha,Sport Bike,100,159,Private Seller,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,0
1263,1263,Used,29918.13,2014,10586,blue,Harley-Davidson,Touring,100,179,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1264,1264,Used,8139.68,2004,4590,blue,Harley-Davidson,Sport Bike,100,479,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1265,1265,Used,9558.57,2009,37894,other,Harley-Davidson,Touring,100,870,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1266,1266,Used,1743.17,1982,1,red,Honda,Off-Road,9.3,1661,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0.1,0.4
1267,1267,Used,7953.94,2016,14860,black,Harley-Davidson,Gasoline,100,4,other,TRUE,FALSE,0,FALSE,FALSE,TRUE,0,0
1268,1268,Used,4438.18,2011,6200,black,Triumph,Cruiser,100,20,Private Seller,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,0
1269,1269,Used,11029.79,2015,2040,black,BMW,Standard,100,1978,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1270,1270,Used,17049,2016,20,black,Kawasaki,Café Racer,100,24,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1271,1271,Used,9978,1985,0,white,Harley-Davidson,Touring,100,33,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1272,1272,Used,5237.1,2001,44582,black,Harley-Davidson,Cruiser,100,632,Private Seller,TRUE,TRUE,1,FALSE,FALSE,FALSE,0.836666667,0.76
1273,1273,Used,11847.26,2001,64500,red,Honda,Trike,100,107,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1274,1274,Used,5954.83,2003,32869,black,Harley-Davidson,Touring,100,96,Owner,FALSE,TRUE,1,FALSE,FALSE,FALSE,0.173928571,0.528928571
1275,1275,Used,777.53,2013,12668,black,Yamaha,Scooter,100,211,Private Seller,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,0
1276,1276,Used,9573.85,2010,11218,black,Harley-Davidson,Cruiser,100,297819,other,FALSE,TRUE,2,FALSE,FALSE,FALSE,0.622222222,0.683333333
1277,1277,Used,5377.58,2008,34284,black,Honda,Touring,100,14,Private Seller,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,0
1278,1278,Used,16169.06,2015,3513,other,Harley-Davidson,Cruiser,100,3127,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1279,1279,New,34520.93,2017,3,blue,Honda,Touring,9.8,21591,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1280,1280,Used,10910.25,2015,5300,black,Harley-Davidson,Gasoline,100,477,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1281,1281,Used,12518.17,2003,32315,other,Honda,Trike,100,107,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1282,1282,Used,4146.28,2000,58195,red,Other,Touring,100,3,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1283,1283,Used,12868.67,2008,11300,black,Harley-Davidson,Touring,100,139,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1284,1284,Used,1150.61,1975,2828,orange,Honda,Dual-Purpose,100,84,Private Seller,FALSE,TRUE,2,TRUE,FALSE,FALSE,0.424242424,0.636363636
1285,1285,Used,1548.84,1987,15000,red,Honda,Touring,100,189,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1286,1286,Used,10122.51,1982,12282,red,Honda,Naked,100,168,Owner,TRUE,TRUE,0,FALSE,FALSE,FALSE,-0.125,0.375
1287,1287,Used,6381.88,2016,4500,blue,Yamaha,Dual-Purpose,100,12,Private Seller,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1288,1288,Used,30708.68,2015,6200,other,Harley-Davidson,Trike,100,176,Owner,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1289,1289,Used,4159.85,2001,18300,black,BMW,Cruiser,100,505,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1290,1290,New,11151.34,2014,1,other,Yamaha,Cruiser,9.2,5605,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1291,1291,Used,3769.37,2002,38673,other,Honda,Touring,100,58,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1292,1292,Used,601.37,2016,4036,black,Harley-Davidson,Gasoline,100,4,other,TRUE,FALSE,0,FALSE,FALSE,TRUE,0,0
1293,1293,Used,10852.84,1972,272,black,Harley-Davidson,Chopper,100,5637,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1294,1294,New,1841.4,2017,1,red,Other,Dual-Purpose,100,734,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1295,1295,New,12506.94,2016,0,black,Yamaha,Dual-Purpose,9.8,2855,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1296,1296,Used,6529.72,2016,923,other,Kawasaki,Dual-Purpose,100,234,Private Seller,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1297,1297,Used,9848.32,1994,105709,white,Harley-Davidson,Touring,100,81,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1298,1298,Used,4825.07,2005,24168,black,Yamaha,Sport Bike,100,159,Private Seller,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,0
1299,1299,Used,23389.38,2012,15707,red,Harley-Davidson,Other,100,238,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1300,1300,Used,1356.65,1982,21910,other,Honda,Touring,100,1149,Owner,TRUE,FALSE,2,FALSE,FALSE,FALSE,-0.02,0.32
1301,1301,Used,4284.19,2006,11866,black,Harley-Davidson,Other,100,104,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1302,1302,New,7643,2015,0,black,Kawasaki,Gasoline,50,335,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1303,1303,New,7643,2015,0,black,Kawasaki,Gasoline,50,335,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1304,1304,Used,9712.34,2009,3786,other,Harley-Davidson,Sport Bike,100,1434,Private Seller,FALSE,TRUE,2,FALSE,FALSE,FALSE,0.568181818,0.727272727
1305,1305,New,13197.68,2016,1,yellow,Yamaha,Sport Bike,100,35,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1306,1306,New,16497.36,2017,0,grey,Kawasaki,Sport Bike,100,903,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1307,1307,New,15705.36,2017,0,black,Kawasaki,Sport Bike,100,903,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1308,1308,New,8445.36,2017,0,white,Kawasaki,Sport Bike,100,903,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1309,1309,Used,1369.01,1980,16149,other,Honda,Custom,100,259,Private Seller,FALSE,TRUE,1,FALSE,FALSE,FALSE,0.238888889,0.45
1310,1310,Used,7816.37,2012,11650,other,Kawasaki,Touring,100,10,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1311,1311,New,16233.68,2016,1,white,Yamaha,Sport Bike,100,35,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1312,1312,New,15930.8,2017,4,black,BMW,Touring,9.2,1742,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1313,1313,Used,11847.26,2001,64500,red,Honda,Trike,100,107,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1314,1314,Used,2089.8,2010,6768,green,Kawasaki,Sport Bike,8.6,518,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1315,1315,Used,3779.49,2013,7000,white,Suzuki,Sport Bike,100,85,Private Seller,TRUE,TRUE,1,FALSE,FALSE,FALSE,1,1
1316,1316,Used,11217.68,2016,100,black,Honda,Other,100,21,Owner,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1317,1317,Used,30693.6,2014,6125,other,Harley-Davidson,Touring,100,179,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1318,1318,Used,5377.58,2008,34284,black,Honda,Touring,100,14,Private Seller,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,0
1319,1319,Used,1068.57,1972,2600,other,Honda,Dual-Purpose,9.4,303,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1320,1320,Used,14175.15,2002,13161,other,Harley-Davidson,Touring,100,482,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1321,1321,Used,12010.21,2013,2058,other,Harley-Davidson,Gasoline,100,220,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1322,1322,Used,10066,2006,6000,black,Harley-Davidson,Custom,100,398,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1323,1323,Used,3983.44,2014,3500,other,Harley-Davidson,Gasoline,100,20,Private Seller,FALSE,TRUE,3,FALSE,FALSE,FALSE,0.425,1
1324,1324,Used,4146.28,2000,58195,red,Other,Touring,100,3,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1325,1325,Used,2326.1,2005,16978,blue,Suzuki,Dual-Purpose,100,288,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1326,1326,New,7832.56,2015,2,red,Yamaha,Touring,8.9,3148,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1327,1327,Used,1150.61,1975,2828,orange,Honda,Dual-Purpose,100,84,Private Seller,FALSE,TRUE,2,TRUE,FALSE,FALSE,0.424242424,0.636363636
1328,1328,Used,4023.6,2005,28000,yellow,BMW,Touring,99,1135,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1329,1329,Used,10122.51,1982,12282,red,Honda,Naked,100,168,Owner,TRUE,TRUE,0,FALSE,FALSE,FALSE,-0.125,0.375
1330,1330,Used,6381.88,2016,4500,blue,Yamaha,Dual-Purpose,100,12,Private Seller,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1331,1331,Used,2616.6,1974,7261,orange,Kawasaki,Standard,100,22,Private Seller,TRUE,FALSE,1,FALSE,FALSE,FALSE,1,1
1332,1332,Used,12514.24,1991,4342,black,Harley-Davidson,Other,100,193,Owner,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1333,1333,New,44748,2017,1,red,Honda,Trike,100,430,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1334,1334,Used,18032.02,2007,17994,red,Honda,Touring,100,82,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1335,1335,Used,5268.09,2001,1980,blue,Harley-Davidson,Chopper,9.7,1546,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1336,1336,Used,1763.04,2005,1950,blue,Kawasaki,Sport Bike,100,885,Private Seller,TRUE,FALSE,1,FALSE,FALSE,FALSE,0.314444444,0.415555556
1337,1337,Used,10879.63,2008,16100,black,Harley-Davidson,Cruiser,100,310,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1338,1338,Used,4288.04,2012,24000,black,Suzuki,Dual-Purpose,100,333,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1339,1339,Used,8262.91,2006,1825,red,Harley-Davidson,Standard,100,157,Owner,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1340,1340,New,1841.4,2017,1,red,Other,Dual-Purpose,100,734,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1341,1341,New,12506.94,2016,0,black,Yamaha,Dual-Purpose,9.8,2855,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1342,1342,Used,3361.19,1996,8000,blue,Harley-Davidson,Sport Bike,100,35,Private Seller,FALSE,TRUE,2,FALSE,FALSE,FALSE,0.705,0.64
1343,1343,Used,7070.53,2006,8200,black,Harley-Davidson,Standard,100,844,Private Seller,FALSE,TRUE,1,FALSE,FALSE,FALSE,0.136363636,0.454545455
1344,1344,Used,30277.27,2015,2300,other,BMW,Touring,100,305,Private Seller,FALSE,TRUE,2,FALSE,FALSE,TRUE,0,0
1345,1345,Used,6281.99,2005,17500,grey,Harley-Davidson,Touring,99,689,Private Seller,FALSE,TRUE,0,TRUE,FALSE,FALSE,0.9,0.75
1346,1346,New,34527.84,2017,2,white,Honda,Touring,9.8,21591,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1347,1347,Used,7929.47,2008,3841,black,Harley-Davidson,Cruiser,100,3,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1348,1348,Used,16433.05,2016,992,black,Harley-Davidson,Touring,100,846,Private Seller,FALSE,TRUE,1,FALSE,FALSE,TRUE,1,1
1349,1349,Used,21048.97,2016,995,black,Harley-Davidson,Cruiser,100,17,Private Seller,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1350,1350,Used,3143.98,1994,60000,black,BMW,Touring,100,86,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1351,1351,Used,1356.65,1982,21910,other,Honda,Touring,100,1149,Owner,TRUE,FALSE,2,FALSE,FALSE,FALSE,-0.02,0.32
1352,1352,Used,5045.31,2005,12500,other,Kawasaki,Touring,100,16,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0.05,0.416666667
1353,1353,Used,1497.35,2009,31731,other,Harley-Davidson,Gasoline,100,4,other,TRUE,FALSE,0,FALSE,FALSE,TRUE,0,0
1354,1354,Used,26138.28,2005,39035,grey,Honda,Trike,100,430,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1355,1355,New,3436.64,2008,444,white,Honda,Sport Bike,8.9,321,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1356,1356,Used,1613.77,1982,32000,grey,Honda,Touring,100,32,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1357,1357,Used,3060.1,1996,55400,blue,BMW,Touring,100,38,Private Seller,FALSE,TRUE,2,FALSE,FALSE,FALSE,0.91,0.78
1358,1358,Used,2111.11,2008,18743,white,Kawasaki,Sport Bike,100,1,Private Seller,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,0
1359,1359,New,6190.96,2015,2,yellow,Yamaha,Sport Bike,8.9,3148,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1360,1360,Used,23527.2,2016,19536,red,Harley-Davidson,Touring,100,90,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1361,1361,Used,10879.96,1984,37244,black,Harley-Davidson,Cruiser,100,297819,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0.125,0.583333333
1362,1362,Used,813.48,2013,1045,black,Honda,Standard,100,1978,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1363,1363,New,19254.84,2017,1,red,Kawasaki,Touring,100,876,other,TRUE,FALSE,0,FALSE,FALSE,TRUE,0,0
1364,1364,Used,2326.1,2005,16978,blue,Suzuki,Dual-Purpose,100,288,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1365,1365,Used,6273.96,2003,29000,blue,Harley-Davidson,Touring,99,689,Private Seller,FALSE,TRUE,0,TRUE,FALSE,FALSE,0.9,0.75
1366,1366,Used,5909.75,2003,75000,other,Harley-Davidson,Touring,100,54,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1367,1367,Used,5931.4,2003,8600,white,Harley-Davidson,Cruiser,100,44,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1368,1368,New,7890.6,2014,1,red,Yamaha,Cruiser,9.2,5605,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1369,1369,New,12926.08,2015,0,black,Honda,Cruiser,100,49,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1370,1370,Used,2408.48,2008,45580,black,Kawasaki,Sport Bike,9.9,3932,Private Seller,TRUE,FALSE,1,FALSE,TRUE,FALSE,0.191666667,0.495833333
1371,1371,Used,4478.55,1999,38000,blue,Harley-Davidson,Cruiser,100,25,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1372,1372,Used,7459.86,1998,10037,other,Harley-Davidson,Cruiser,100,371,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1373,1373,Used,13551.94,2014,16381,grey,BMW,Touring,100,116,other,TRUE,FALSE,1,FALSE,FALSE,TRUE,0.1,0.4
1374,1374,Used,4465.4,2009,4272,white,Honda,Sport Bike,100,117,other,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,0
1375,1375,Used,5268.09,2001,1980,blue,Harley-Davidson,Chopper,9.7,1546,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1376,1376,Used,24819.23,2002,19479,other,Honda,Trike,100,430,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1377,1377,Used,723.5,1983,36312,other,Honda,Cruiser,100,22,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1378,1378,Used,10879.63,2008,16100,black,Harley-Davidson,Cruiser,100,310,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1379,1379,Used,3266.84,2013,3030,yellow,Harley-Davidson,Cruiser,100,117,other,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,0
1380,1380,Used,4288.04,2012,24000,black,Suzuki,Dual-Purpose,100,333,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1381,1381,Used,1666.66,1983,61443,other,Honda,Other,100,87,Private Seller,FALSE,TRUE,1,FALSE,FALSE,FALSE,0.7775,0.6825
1382,1382,Used,34991.74,2016,4050,white,Harley-Davidson,Touring,100,179,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1383,1383,Used,4183,2008,19925,blue,BMW,Touring,99,1135,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1384,1384,Used,7929.47,2008,3841,black,Harley-Davidson,Cruiser,100,3,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1385,1385,Used,16433.05,2016,992,black,Harley-Davidson,Touring,100,846,Private Seller,FALSE,TRUE,1,FALSE,FALSE,TRUE,1,1
1386,1386,Used,21048.97,2016,995,black,Harley-Davidson,Cruiser,100,17,Private Seller,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1387,1387,New,15178.68,2017,1,black,Yamaha,Sport Bike,100,35,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1388,1388,New,8614.28,2016,0,green,Kawasaki,Standard,9.7,21748,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1389,1389,Used,4133.95,2015,450,black,Kawasaki,Sport Bike,9.1,307,Private Seller,TRUE,FALSE,0,TRUE,FALSE,TRUE,0,0
1390,1390,Used,4707.22,2002,71368,other,Honda,Touring,100,135,Private Seller,TRUE,TRUE,2,FALSE,FALSE,FALSE,0.353333333,0.81
1391,1391,New,1506.34,2017,1,blue,Other,Off-Road,9.5,1914,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1392,1392,Used,1497.35,2009,31731,other,Harley-Davidson,Gasoline,100,4,other,TRUE,FALSE,0,FALSE,FALSE,TRUE,0,0
1393,1393,Used,4183,2008,19925,blue,BMW,Touring,99,1135,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1394,1394,Used,1004.82,2004,15804,black,Suzuki,Touring,100,84,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1395,1395,Used,4510,2017,0,other,Other,Chopper,100,107,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1396,1396,New,8614.28,2016,0,green,Kawasaki,Standard,9.7,21748,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1397,1397,Used,4133.95,2015,450,black,Kawasaki,Sport Bike,9.1,307,Private Seller,TRUE,FALSE,0,TRUE,FALSE,TRUE,0,0
1398,1398,Used,4707.22,2002,71368,other,Honda,Touring,100,135,Private Seller,TRUE,TRUE,2,FALSE,FALSE,FALSE,0.353333333,0.81
1399,1399,New,2197.54,2017,1,blue,Other,Dual-Purpose,9.5,1914,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1400,1400,Used,8135.52,2009,18926,white,Harley-Davidson,Other,100,128,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1401,1401,Used,7985.1,2012,3050,blue,Harley-Davidson,Standard,100,45,Private Seller,TRUE,FALSE,3,TRUE,FALSE,FALSE,0.137424242,0.630909091
1402,1402,New,11613.68,2016,1,grey,Kawasaki,Sport Bike,100,334,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1403,1403,Used,8354.87,2015,1000,black,Indian,Cruiser,100,168,other,TRUE,TRUE,1,TRUE,FALSE,TRUE,-0.027777778,0.277777778
1404,1404,New,8224.34,2015,0,black,Kawasaki,Sport Bike,6.6,372,other,TRUE,FALSE,0,FALSE,FALSE,TRUE,0,0
1405,1405,New,1430,2017,0,blue,Suzuki,Standard,100,3453,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1406,1406,Used,31794.26,2012,38734,blue,Honda,Touring,100,1645,other,FALSE,TRUE,2,TRUE,FALSE,FALSE,0.666666667,0.683333333
1407,1407,Used,12035.95,2017,605,white,BMW,Touring,99,1135,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1408,1408,Used,11259.2,2015,7190,grey,Other,Trike,7.9,205,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1409,1409,Used,3730.11,2009,32500,black,Kawasaki,Sport Bike,100,170,Private Seller,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,0
1410,1410,Used,7343.98,1977,3448,black,Harley-Davidson,Café Racer,100,436,Private Seller,TRUE,FALSE,2,FALSE,TRUE,FALSE,0.174715909,0.738636364
1411,1411,New,7255.36,2015,0,black,Honda,Cruiser,100,903,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1412,1412,New,5672.56,2015,2,blue,Suzuki,Standard,8.9,3148,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
1413,1413,Used,1264.04,1997,18877,other,Honda,Sport Bike,100,1028,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1414,1414,Used,10879.96,1984,37244,black,Harley-Davidson,Cruiser,100,297820,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0.125,0.583333333
1415,1415,Used,1097.7,2006,8351,red,Kawasaki,Sport Bike,100,72,Private Seller,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,0
1416,1416,Used,3309.01,2014,2945,red,Kawasaki,Standard,5.8,341,other,TRUE,FALSE,0,TRUE,TRUE,FALSE,0.833333333,1
1417,1417,Used,1915.77,1983,41054,black,Kawasaki,Standard,100,93,Private Seller,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,0
1418,1418,Used,1560.47,2007,16363,grey,Suzuki,Touring,100,96,Private Seller,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,0
1419,1419,Used,1387.37,1974,2634,yellow,Honda,Dual-Purpose,9.1,1455,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0.8,0.75
1420,1420,Used,3487.28,2003,96000,black,Honda,Touring,100,647,Private Seller,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,0
1421,1421,Used,638.41,1980,19800,black,Yamaha,Standard,100,286,Private Seller,TRUE,FALSE,1,FALSE,FALSE,FALSE,1,1
1422,1422,Used,17355.48,2006,77026,black,Honda,Trike,100,430,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
1423,1423,Used,7168.95,2011,11461,orange,Harley-Davidson,Cruiser,100,363,Private Seller,TRUE,FALSE,4,FALSE,FALSE,FALSE,0.200505051,0.550757576
1424,1424,Used,3143.79,1997,47000,black,Harley-Davidson,Cruiser,100,707,Private Seller,FALSE,TRUE,1,FALSE,FALSE,FALSE,0.78,1
1425,1425,Used,1004.82,2004,15804,black,Suzuki,Touring,100,84,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
1426,1426,Used,36736.96,2012,3308,white,Honda,Trike,100,430,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
