,X,Condition,Price,Model_Year,Mileage,Exterior_Color,Make,Type,Feedback_Perc,N_Reviews,Seller_Status,Auction,Buy_Now,num_pos_words,uses_excl,all_caps,has_warranty,review_polarity,review_positivity
2867,2867,Used,6879.44,2012,15000,red,Ducati,Touring,7.5,877,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
2868,2868,Used,2019.96,2009,25755,black,BMW,Dual-Purpose,100,65,Private Seller,TRUE,TRUE,0,FALSE,FALSE,FALSE,-0.05,0.2
2869,2869,Used,7015.01,2011,81566,yellow,Harley-Davidson,Gasoline,100,501,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2870,2870,Used,4267.13,2007,33102,blue,BMW,Gasoline,100,501,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2871,2871,New,14518,2015,100,orange,KTM,Dual-Purpose,100,426,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
2872,2872,Used,6418.96,2004,22119,other,Victory,Gasoline,100,501,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2873,2873,Used,9689.88,1973,500,other,Other,Trike,100,550,Private Seller,TRUE,FALSE,1,FALSE,FALSE,FALSE,1,1
2874,2874,Used,904.81,2002,9732,black,Suzuki,Cruiser,100,1299,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0.2,0.5
2875,2875,Used,3053.03,2005,80556,black,Harley-Davidson,Standard,100,1978,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
2876,2876,Used,22650.11,2016,1618,black,Harley-Davidson,Gasoline,100,501,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2877,2877,Used,19667.78,2015,4548,orange,BMW,Gasoline,100,532,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2878,2878,New,18591.2,2016,7,black,BMW,Gasoline,100,161,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
2879,2879,Used,1546.92,2000,15644,black,Kawasaki,Standard,100,1978,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
2880,2880,Used,15272.04,2012,14710,other,BMW,Gasoline,100,532,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2881,2881,Used,6921.32,2014,320,white,Other,Dual-Purpose,100,326,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2882,2882,Used,12426.81,2015,5400,red,Ducati,Other,100,37,Private Seller,FALSE,TRUE,2,FALSE,FALSE,FALSE,0.318181818,0.477272727
2883,2883,Used,9752.07,2013,44025,black,Harley-Davidson,Gasoline,100,501,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2884,2884,New,21975.51,2015,632,black,Can-Am,Cruiser,100,673,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
2885,2885,Used,3966.73,1994,275,red,Honda,Sport Bike,100,35,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2886,2886,New,14518,2015,100,orange,KTM,Dual-Purpose,100,426,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
2887,2887,Used,6418.96,2004,22119,other,Victory,Gasoline,100,501,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2888,2888,Used,5931.01,2004,10929,white,Other,Chopper,100,60,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
2889,2889,Used,3162.21,2002,48000,blue,Triumph,Sport Bike,100,76,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2890,2890,Used,11453.34,2012,5800,red,Ducati,Touring,100,911,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2891,2891,Used,22311.63,2016,3778,black,Harley-Davidson,Gasoline,100,532,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2892,2892,Used,4416.51,2007,16500,red,Ducati,Naked,100,11,Private Seller,FALSE,TRUE,1,FALSE,FALSE,FALSE,1,1
2893,2893,Used,4851.85,2007,16100,red,Ducati,Sport Bike,100,109,Private Seller,FALSE,TRUE,1,FALSE,FALSE,FALSE,0.8,0.95
2894,2894,Used,6101.33,2007,11700,red,Ducati,Touring,100,777,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2895,2895,Used,12003.96,2014,3373,black,Harley-Davidson,Gasoline,100,4,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2896,2896,Used,20845.02,2016,200,blue,Harley-Davidson,Standard,100,1978,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
2897,2897,Used,6173.79,1987,27482,blue,Harley-Davidson,Gasoline,100,532,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2898,2898,Used,14770.39,2014,908,orange,Harley-Davidson,Gasoline,100,220,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2899,2899,Used,7315.52,2016,1717,black,Harley-Davidson,Gasoline,100,4,other,TRUE,FALSE,0,FALSE,FALSE,TRUE,0,0
2900,2900,Used,17.26,1993,1246,black,Suzuki,Sport Bike,100,113,Private Seller,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,0
2901,2901,Used,3719.8,2006,50000,orange,Other,Dual-Purpose,100,239,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2902,2902,Used,14.85,1998,10000,red,Suzuki,Naked,100,563,Private Seller,TRUE,TRUE,0,FALSE,FALSE,FALSE,-0.1625,0.525
2903,2903,Used,11981.48,2009,16357,red,Harley-Davidson,Gasoline,100,220,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2904,2904,Used,5116,1963,100,other,Triumph,Sport Bike,100,32,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
2905,2905,Used,1118.1,2004,1,orange,KTM,Off-Road,100,125,Private Seller,TRUE,FALSE,2,TRUE,FALSE,FALSE,0.43547619,0.603809524
2906,2906,Used,580.53,2016,6952,blue,Harley-Davidson,Standard,100,1978,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
2907,2907,Used,47727.19,2014,4376,red,Other,Sport Bike,100,122,other,FALSE,TRUE,1,FALSE,FALSE,FALSE,0.266666667,0.5
2908,2908,Used,19667.78,2015,4548,orange,BMW,Gasoline,100,532,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2909,2909,New,18591.2,2016,7,black,BMW,Gasoline,100,161,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
2910,2910,Used,1546.92,2000,15644,black,Kawasaki,Standard,100,1978,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
2911,2911,Used,3417.15,2014,769,black,Triumph,Gasoline,9.9,14200,other,TRUE,TRUE,0,FALSE,FALSE,TRUE,0,0
2912,2912,Used,7870.15,2011,10780,red,Ducati,Touring,100,64,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
2913,2913,Used,14185.15,2011,12155,other,Harley-Davidson,Gasoline,100,532,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2914,2914,Used,15272.04,2012,14710,other,BMW,Gasoline,100,532,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2915,2915,Used,23974.67,2016,3081,black,Harley-Davidson,Gasoline,100,14,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2916,2916,Used,4783.01,2006,5995,red,Triumph,Sport Bike,8.6,621,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2917,2917,Used,11507.71,2014,9223,white,Triumph,Other,100,165,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2918,2918,Used,3721.82,2000,12307,grey,Suzuki,Touring,100,11,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
2919,2919,Used,3896.24,2008,23757,blue,Yamaha,Gasoline,100,532,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2920,2920,Used,4283.4,2007,9045,other,Kawasaki,Cruiser,100,327,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2921,2921,Used,6524.87,2016,1500,other,Other,Café Racer,100,18,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2922,2922,Used,14.11,2001,27219,other,Other,Touring,100,146,Private Seller,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,0
2923,2923,Used,2150.08,2007,30000,blue,Other,Sport Bike,100,321,Private Seller,TRUE,FALSE,1,FALSE,FALSE,FALSE,0.55,0.5
2924,2924,Used,13667.09,2016,1087,black,Harley-Davidson,Gasoline,100,532,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2925,2925,Used,4416.51,2007,16500,red,Ducati,Naked,100,11,Private Seller,FALSE,TRUE,1,FALSE,FALSE,FALSE,1,1
2926,2926,Used,4851.85,2007,16100,red,Ducati,Sport Bike,100,109,Private Seller,FALSE,TRUE,1,FALSE,FALSE,FALSE,0.8,0.95
2927,2927,Used,6101.33,2007,11700,red,Ducati,Touring,100,777,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2928,2928,Used,9004.36,2006,18283,blue,Harley-Davidson,Gasoline,100,220,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2929,2929,New,23757.9,2016,0,red,Indian,Cruiser,100,47,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2930,2930,Used,5212.48,1977,15392,blue,Triumph,Touring,100,3,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2931,2931,Used,3941.33,2001,15789,other,Suzuki,Sport Bike,100,25,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
2932,2932,Used,18039.82,2016,613,black,Harley-Davidson,Gasoline,100,501,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2933,2933,Used,3719.8,2006,50000,orange,Other,Dual-Purpose,100,239,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2934,2934,Used,1966.74,2004,15000,yellow,Triumph,Naked,100,407,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
2935,2935,Used,15.52,1998,10000,red,Suzuki,Naked,100,563,Private Seller,TRUE,TRUE,0,FALSE,FALSE,FALSE,-0.1625,0.525
2936,2936,Used,22525.29,2015,5830,black,Harley-Davidson,Gasoline,100,14,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2937,2937,Used,24963.89,2014,2908,black,Harley-Davidson,Gasoline,100,4,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
2938,2938,Used,20267.86,2017,1101,other,Harley-Davidson,Gasoline,100,2746,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2939,2939,Used,155.24,2005,14417,blue,Harley-Davidson,Standard,100,1978,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
2940,2940,Used,29555.76,2014,19219,other,Harley-Davidson,Gasoline,100,28,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2941,2941,Used,27.34,2016,3185,black,Harley-Davidson,Gasoline,100,28,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
2942,2942,Used,438.66,2003,21669,blue,Yamaha,Standard,100,1978,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
2943,2943,Used,7870.15,2011,10780,red,Ducati,Touring,100,64,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
2944,2944,Used,16416.26,2015,2089,black,Harley-Davidson,Gasoline,100,501,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2945,2945,New,22331.76,2017,36,orange,Ural,Dual-Purpose,100,274,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
2946,2946,Used,2182,1988,8750,blue,Ducati,Sport Bike,9.4,1251,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0.1
2947,2947,Used,22993.76,2016,4163,blue,Harley-Davidson,Gasoline,100,14,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2948,2948,Used,4652.06,2004,25450,red,Other,Sport Bike,100,412,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
2949,2949,Used,6641.27,2016,791,other,Harley-Davidson,Standard,100,1978,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
2950,2950,Used,15.03,1983,21213,blue,Suzuki,Standard,100,144,Private Seller,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,0
2951,2951,Used,14000.78,2015,723,red,Other,Naked,100,47,Private Seller,FALSE,TRUE,2,FALSE,FALSE,FALSE,0.568181818,0.727272727
2952,2952,Used,13088.53,2012,14718,orange,Harley-Davidson,Gasoline,100,220,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2953,2953,Used,5422.62,1968,8500,black,Other,Other,100,484,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
2954,2954,Used,4798.67,2007,18643,blue,Suzuki,Gasoline,100,532,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2955,2955,Used,4587.9,2015,4064,white,KTM,Sport Bike,100,430,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2956,2956,Used,7567.12,2011,19692,grey,BMW,Standard,100,92,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2957,2957,Used,13271.89,2004,65,green,NA,Custom,100,205,other,FALSE,TRUE,1,TRUE,FALSE,TRUE,0.266335227,0.454545455
2958,2958,Used,18575.8,2015,18404,black,Harley-Davidson,Gasoline,100,501,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2959,2959,Used,13.07,2001,27219,other,Other,Touring,100,146,Private Seller,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,0
2960,2960,Used,19165.69,2017,3299,black,Harley-Davidson,Gasoline,100,532,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2961,2961,Used,16388.24,2013,18517,black,Harley-Davidson,Gasoline,100,220,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2962,2962,Used,4339.9,2008,18391,other,Triumph,Standard,100,1978,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
2963,2963,Used,16353.29,2006,53467,green,Harley-Davidson,Gasoline,100,4,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
2964,2964,Used,17195.28,2012,5838,yellow,Harley-Davidson,Gasoline,100,4,other,TRUE,FALSE,0,FALSE,FALSE,TRUE,0,0
2965,2965,Used,4279.26,2002,7820,blue,Triumph,Touring,100,74,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
2966,2966,Used,8733.82,2017,482,black,Harley-Davidson,Gasoline,100,532,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2967,2967,Used,15174.59,2008,17000,black,Other,Chopper,100,23,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2968,2968,Used,12866.18,2017,2231,black,Harley-Davidson,Standard,9.8,1897,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2969,2969,Used,32895.99,2003,2000,grey,Other,Other,100,223,Owner,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2970,2970,Used,24105.71,2016,5881,red,Harley-Davidson,Touring,100,436,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2971,2971,Used,10829.28,2008,17543,white,Harley-Davidson,Gasoline,100,501,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2972,2972,Used,10843.32,2012,9586,black,Kawasaki,Gasoline,100,501,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2973,2973,New,18478.68,2017,36,orange,Ural,Dual-Purpose,100,274,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
2974,2974,Used,11454.22,2009,8148,white,Ducati,Café Racer,100,765,Private Seller,TRUE,TRUE,0,FALSE,FALSE,FALSE,0.1,0.3
2975,2975,Used,18.31,1983,21213,blue,Suzuki,Standard,100,144,Private Seller,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,0
2976,2976,Used,2228.49,2001,1,yellow,Ducati,Sport Bike,7.7,923,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0.087037037,0.262962963
2977,2977,Used,18593.21,2015,12075,red,Harley-Davidson,Gasoline,100,4,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2978,2978,Used,5012.3,2011,1300,black,Triumph,Sport Bike,1.7,74,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2979,2979,Used,16111.63,2008,13862,other,Harley-Davidson,Gasoline,100,532,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2980,2980,Used,26247,1974,5,white,Other,Custom,100,324,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2981,2981,New,80839.24,2017,1271,yellow,Other,Sport Bike,100,122,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
2982,2982,Used,8120.77,2006,18825,black,Harley-Davidson,Gasoline,100,501,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2983,2983,Used,2325.72,2004,15178,other,Other,Cruiser,9.1,218,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2984,2984,Used,7564.98,2006,72556,other,Harley-Davidson,Gasoline,100,28,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2985,2985,Used,5743.56,2001,16000,yellow,Victory,Cruiser,100,71,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0.2,0.2
2986,2986,Used,2854.84,2009,1900,red,Other,Other,100,380,Owner,TRUE,FALSE,2,FALSE,FALSE,FALSE,0.645454545,0.734848485
2987,2987,Used,18589.38,2014,14505,black,Harley-Davidson,Gasoline,100,4,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2988,2988,Used,8120.77,2006,18825,black,Harley-Davidson,Gasoline,100,501,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2989,2989,Used,2325.72,2004,15178,other,Other,Cruiser,9.1,218,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2990,2990,Used,7564.98,2006,72556,other,Harley-Davidson,Gasoline,100,28,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2991,2991,Used,5743.56,2001,16000,yellow,Victory,Cruiser,100,71,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0.2,0.2
2992,2992,Used,2854.84,2009,1900,red,Other,Other,100,380,Owner,TRUE,FALSE,2,FALSE,FALSE,FALSE,0.645454545,0.734848485
2993,2993,Used,18589.38,2014,14505,black,Harley-Davidson,Gasoline,100,4,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2994,2994,Used,10857.48,2007,23203,black,Harley-Davidson,Standard,100,92,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2995,2995,Used,42577.7,2012,14000,grey,Other,Other,100,34,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,-0.05,0.2
2996,2996,Used,10325.39,1999,7049,red,Other,Sport Bike,100,471,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
2997,2997,Used,4000.25,1999,7150,red,Triumph,Touring,100,399,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
2998,2998,New,12145.3,2015,4,black,Triumph,Naked,100,1342,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
2999,2999,Used,13081.41,2013,50970,black,Harley-Davidson,Gasoline,100,2746,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3000,3000,Used,16969.99,2012,11055,yellow,Harley-Davidson,Gasoline,100,14,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3001,3001,Used,681.87,2006,20194,red,Ducati,Standard,100,1978,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
3002,3002,New,11085,2014,13,black,Victory,Touring,100,825,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
3003,3003,Used,39732.97,2009,7700,other,Other,Touring,100,280,Private Seller,FALSE,TRUE,1,FALSE,FALSE,FALSE,-0.075284091,0.313636364
3004,3004,Used,43906.77,2014,5504,black,Harley-Davidson,Gasoline,100,532,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3005,3005,Used,1790.96,2001,27000,white,Triumph,Other,100,5377,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
3006,3006,Used,8972.25,2013,10458,black,Triumph,Dual-Purpose,100,1342,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3007,3007,Used,18579.4,2007,5597,black,Other,Cruiser,100,467,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3008,3008,Used,15908.27,2006,11418,black,Other,Cruiser,100,467,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3009,3009,Used,691,2015,100,white,Suzuki,Standard,100,1978,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
3010,3010,Used,23023.28,2015,1440,black,Victory,Cruiser,100,291,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3011,3011,Used,19179,1966,100,white,Triumph,Standard,100,885,Private Seller,FALSE,TRUE,1,TRUE,FALSE,FALSE,0.25,0.5
3012,3012,Used,7134.6,2015,6905,black,Harley-Davidson,Gasoline,100,532,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3013,3013,Used,7589.27,2004,4785,blue,NA,Cruiser,100,1284,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3014,3014,Used,24105.71,2016,5881,red,Harley-Davidson,Touring,100,436,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3015,3015,Used,4938,2005,0,black,KTM,Dual-Purpose,100,2,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3016,3016,Used,4608.76,1999,40000,other,Other,Chopper,100,98,Private Seller,TRUE,FALSE,1,FALSE,FALSE,FALSE,0.153125,0.419230769
3017,3017,Used,2560.65,2010,10780,black,Triumph,Naked,100,27,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
3018,3018,Used,13652.24,2012,2157,blue,BMW,Gasoline,100,501,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3019,3019,Used,8164.66,2012,11500,blue,Victory,Touring,100,415,Private Seller,TRUE,TRUE,1,FALSE,FALSE,FALSE,0.91,0.78
3020,3020,Used,16385.56,2014,17053,other,Harley-Davidson,Gasoline,100,532,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3021,3021,Used,7371.53,2017,210,black,Harley-Davidson,Gasoline,100,532,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3022,3022,Used,10660.32,1978,15802,red,Ducati,Sport Bike,100,351,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3023,3023,Used,3991.51,2007,9178,red,Other,Sport Bike,100,9,Private Seller,TRUE,FALSE,3,FALSE,FALSE,FALSE,0.309090909,0.463636364
3024,3024,Used,159.88,2008,16514,black,Suzuki,Standard,100,1978,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
3025,3025,Used,9083.66,2014,11094,blue,Triumph,Dual-Purpose,100,1342,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3026,3026,Used,11976.43,2007,18153,other,Harley-Davidson,Gasoline,100,220,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3027,3027,Used,4000.54,1999,16500,red,Ducati,Sport Bike,100,141,Private Seller,TRUE,FALSE,1,FALSE,FALSE,FALSE,-0.05,0.4
3028,3028,Used,535.72,2007,33803,black,Harley-Davidson,Gasoline,100,4,other,TRUE,FALSE,0,FALSE,FALSE,TRUE,0,0
3029,3029,Used,4007.92,2005,26700,orange,KTM,Dual-Purpose,100,92,Private Seller,FALSE,TRUE,1,FALSE,FALSE,FALSE,0.1,0.25
3030,3030,Used,25217.09,2017,1482,black,Harley-Davidson,Gasoline,100,4,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3031,3031,New,13515.31,2017,354,black,Triumph,Standard,100,92,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3032,3032,Used,9226.57,2006,8459,white,Harley-Davidson,Gasoline,100,532,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3033,3033,Used,2163.94,2000,73600,blue,Triumph,Touring,100,474,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3034,3034,Used,6948.03,2017,364,black,Harley-Davidson,Gasoline,100,532,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3035,3035,Used,906.76,2012,4557,white,Ducati,Standard,100,1978,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
3036,3036,New,26592.72,2017,36,other,Ural,Dual-Purpose,100,274,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
3037,3037,Used,23016.81,2015,2750,black,Can-Am,Cruiser,100,18,Private Seller,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
3038,3038,Used,10814.44,2017,1231,black,Harley-Davidson,Gasoline,100,532,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3039,3039,New,21778.68,2017,2,green,Ural,Dual-Purpose,100,598,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
3040,3040,New,74239.78,2017,1375,red,Other,Sport Bike,100,122,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
3041,3041,Used,65865,1992,0,red,Ducati,Standard,100,1444,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3042,3042,Used,7867.05,2004,3500,red,NA,Custom,100,67,Private Seller,TRUE,FALSE,1,FALSE,FALSE,FALSE,0.029356061,0.476325758
3043,3043,Used,15542.98,2015,850,grey,Ural,Dual-Purpose,100,598,other,FALSE,TRUE,3,FALSE,FALSE,FALSE,0.374545455,0.639818182
3044,3044,Used,11747.51,2012,69495,red,Harley-Davidson,Gasoline,100,501,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3045,3045,New,13905.3,2015,4,grey,Triumph,Cruiser,100,1342,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3046,3046,Used,14.55,1961,102299,blue,Triumph,Standard,100,759,Private Seller,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,0
3047,3047,Used,14702.5,2012,34531,other,BMW,Gasoline,100,532,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3048,3048,Used,9280.02,2016,517,red,Victory,Cruiser,100,259,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3049,3049,Used,5956.59,2009,2300,black,Other,Other,100,123,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3050,3050,New,12911.39,2016,187,other,BMW,Gasoline,100,161,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
3051,3051,Used,10660.51,2008,8509,black,Harley-Davidson,Gasoline,100,532,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3052,3052,Used,8617.7,2017,889,other,Harley-Davidson,Gasoline,100,532,other,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3053,3053,Used,4175.27,2007,13000,black,KTM,Dual-Purpose,100,12,Private Seller,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
3054,3054,Used,212.39,2016,429,other,Harley-Davidson,Standard,100,1978,other,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,0
3055,3055,Used,6510.06,2009,1626,black,Other,Dual-Purpose,100,9,Private Seller,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,0
3056,3056,New,24548.04,2017,36,other,Ural,Dual-Purpose,100,274,other,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,0
