"","Condition","Price","Model_Year","Mileage","Exterior_Color","Make","Type","Feedback_Perc","N_Reviews","Seller_Status","Auction","Buy_Now","num_pos_words","uses_excl","all_caps","has_warranty","review_polarity","review_positivity"
"3677","Used",2669.75,2009,553,"other","Kawasaki","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"308","Used",19135.8,2010,22463,"black","Harley-Davidson","Touring",100,257,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"441","Used",39528.34,2017,669,"grey","Harley-Davidson","Trike",100,286,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"3028","Used",535.72,2007,33803,"black","Harley-Davidson","Gasoline",100,4,"other",TRUE,FALSE,0,FALSE,0,TRUE,0,0
"1222","Used",5016.95,2000,39632,"white","Honda","Touring",9.8,3280,"other",FALSE,TRUE,1,FALSE,0,FALSE,0.354166667,0.620833333
"2902","Used",13.07,1998,10000,"red","Suzuki","Naked",100,563,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,-0.1625,0.525
"932","Used",6869.4,2001,16000,"blue","Harley-Davidson","Touring",100,1140,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"1577","Used",1202.97,2012,30954,"other","BMW","Touring",100,570,"other",TRUE,TRUE,1,FALSE,0,FALSE,0.366666667,0.7
"2035","Used",16356.83,2013,59115,"black","Harley-Davidson","Touring",100,3127,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3775","Used",23710.29,2017,3500,"black","Harley-Davidson","Gasoline",50,397,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"232","Used",4822.53,1996,40600,"green","Harley-Davidson","Touring",100,342,"Private Seller",TRUE,FALSE,3,FALSE,0,FALSE,0.4,0.533333333
"1220","Used",5380.53,2005,14000,"blue","Harley-Davidson","Cruiser",100,185,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1542","Used",1684.16,1991,20000,"white","Kawasaki","Other",9.3,375,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0.2,0.2
"3055","Used",6510.06,2009,1626,"black","Other","Dual-Purpose",100,9,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2716","Used",15529.85,2014,4043,"black","Harley-Davidson","Gasoline",100,14,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2706","Used",14.62,2006,10000,"black","Yamaha","Cruiser",100,134,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"3216","Used",13610.99,2013,2000,"yellow","Can-Am","Touring",100,247,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2844","Used",1196.15,2003,8800,"red","Other","Touring",100,309,"Private Seller",TRUE,FALSE,1,FALSE,0,FALSE,0.136363636,0.454545455
"3719","Used",15271.56,2004,25180,"other","Harley-Davidson","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2380","Used",3861.93,2007,24000,"red","Kawasaki","Cruiser",100,352,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0.35,0.65
"2961","Used",16388.24,2013,18517,"black","Harley-Davidson","Gasoline",100,220,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3043","Used",15542.98,2015,850,"grey","Ural","Dual-Purpose",100,598,"other",FALSE,TRUE,3,FALSE,0,FALSE,0.374545455,0.639818182
"4637","New",15400,2017,0,"black","Triumph","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4007","Used",2269.5,2015,0,"white","Kawasaki","Off-Road",9.7,5006,"Private Seller",FALSE,TRUE,1,TRUE,0,FALSE,0.213068182,0.454545455
"1935","Used",2562.99,1963,31277,"yellow","Other","Touring",100,440,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0.7,0.8
"1508","Used",4262.59,2006,92169,"other","Honda","Touring",100,2,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"222","Used",4326.43,2015,1050,"black","Harley-Davidson","Standard",100,98,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"3589","Used",14735.76,2013,41104,"black","Harley-Davidson","Gasoline",100,60,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1914","Used",306.44,2005,11000,"red","Yamaha","Cruiser",100,405,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"2037","Used",5384.01,2007,14750,"white","Yamaha","Sport Bike",100,527,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"1484","Used",819.87,1979,36800,"other","Kawasaki","Café Racer",100,101,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"4192","Used",20061.32,2017,861,"other","Harley-Davidson","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"84","Used",7717.97,2009,18081,"black","Harley-Davidson","Cruiser",9.8,6229,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"2083","Used",2184.53,2000,8259,"red","Honda","Dual-Purpose",100,3791,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,1,1
"815","Used",8559.97,2000,2497,"blue","Harley-Davidson","Cruiser",100,297819,"other",FALSE,TRUE,0,TRUE,0,FALSE,0.375,0.833333333
"4498","Used",11981.83,2006,13449,"other","Harley-Davidson","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3845","Used",1001,1973,0,"black","Honda","Dual-Purpose",100,722,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3018","Used",13652.24,2012,2157,"blue","BMW","Gasoline",100,501,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4494","Used",9961.92,2015,152,"other","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"4001","Used",10076.18,2016,2451,"red","Indian","Cruiser",86,41,"other",FALSE,TRUE,1,FALSE,0,FALSE,1,1
"5221","Used",9187.64,2014,27877,"grey","Harley-Davidson","Standard",4.7,12409,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"7","Used",2187,1978,30,"other","Harley-Davidson","Cruiser",9.7,1159,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"1726","New",43469.45,2016,500,"black","Harley-Davidson","Gasoline",100,494,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"1984","Used",23630.12,2016,2204,"blue","Harley-Davidson","Touring",100,1342,"other",FALSE,TRUE,0,FALSE,0,FALSE,0.342857143,0.617857143
"2651","Used",4278.77,2001,7500,"black","Yamaha","Cruiser",100,487,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2751","Used",7375.09,2008,5952,"red","Ducati","Standard",100,295,"Private Seller",FALSE,TRUE,2,FALSE,0,FALSE,0,0
"3101","Used",12862.34,2006,5303,"black","Harley-Davidson","Gasoline",100,4,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"646","Used",3481.24,2004,7800,"other","Harley-Davidson","Cruiser",9.6,10521,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,1,1
"4747","Used",23642.28,2015,17815,"white","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"2489","New",15909.6,2014,2,"other","Suzuki","Sport Bike",100,825,"other",TRUE,FALSE,0,FALSE,0,TRUE,0,0
"413","Used",12355.14,2014,11063,"grey","Harley-Davidson","Touring",9.8,9355,"other",FALSE,TRUE,0,FALSE,0,FALSE,0.8,0.75
"3309","Used",5485.63,2012,21000,"green","Can-Am","Standard",5.7,45,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,1
"788","Used",8596.58,1967,31000,"black","BMW","Standard",100,28,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2742","Used",72.98,2006,44456,"blue","BMW","Touring",99,1135,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"4992","New",10176,2018,0,"red","Triumph","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"151","Used",42142.36,2015,3555,"black","Harley-Davidson","Touring",100,1016,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"3344","New",11796.4,2017,0,"blue","Triumph","Gasoline",100,161,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"1473","Used",20254.12,2016,1323,"black","BMW","Standard",100,92,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3479","Used",18599.47,2015,13945,"red","Other","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"356","Used",3422.36,2005,61140,"blue","Harley-Davidson","Standard",9.8,3280,"other",TRUE,FALSE,1,FALSE,0,FALSE,0.354166667,0.620833333
"4595","Used",7594.68,2012,7956,"other","Yamaha","Gasoline",100,1452,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2972","Used",10843.32,2012,9586,"black","Kawasaki","Gasoline",100,501,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2386","New",11121.32,2016,10,"yellow","Ducati","Standard",100,780,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"2080","Used",3468.18,2008,7200,"blue","Other","Other",100,78,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3592","New",14199.1,2017,1,"orange","Kawasaki","Sport Bike",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4848","New",20249.9,2017,0,"black","Other","Gasoline",100,60,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1101","Used",664.75,1969,3212,"red","Honda","Dual-Purpose",100,721,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"4301","Used",10621.02,2008,29382,"black","Harley-Davidson","Gasoline",50,397,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4770","Used",6488.23,2011,19293,"white","Suzuki","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"490","Used",12007.29,2011,3200,"green","Harley-Davidson","Other",100,83,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"4307","Used",2295.32,2006,25807,"blue","Honda","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"936","Used",18610.79,2013,3014,"other","Harley-Davidson","Touring",100,344,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2813","New",71279,2016,0,"white","Other","Sport Bike",100,122,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"2531","Used",5619.41,2013,10500,"black","Honda","Cruiser",100,76,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"298","Used",5846.93,2006,19066,"black","Harley-Davidson","Touring",100,2452,"Private Seller",TRUE,FALSE,3,TRUE,0,FALSE,1,1
"678","Used",10328.5,2003,11500,"black","Harley-Davidson","Touring",100,89,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4489","Used",8455.2,2012,19857,"black","Kawasaki","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"2199","Used",7501,2013,3293,"black","Honda","Cruiser",100,64,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"622","Used",13211.68,2015,4171,"black","Harley-Davidson","Cruiser",100,2250,"other",FALSE,TRUE,2,TRUE,0,FALSE,0.593333333,0.7
"4484","Used",10832.24,2013,3519,"blue","Suzuki","Gasoline",50,397,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3371","Used",13105.29,2016,392,"white","BMW","Gasoline",100,532,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"5003","New",13146,2018,0,"other","Triumph","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2290","Used",5140.6,2001,5000,"red","Honda","Dual-Purpose",100,89,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.32,0.3
"1228","Used",13742.46,1983,21046,"blue","Harley-Davidson","Cruiser",96,210,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2176","Used",2901.88,1978,32000,"other","Honda","Café Racer",100,11,"Private Seller",TRUE,FALSE,1,FALSE,0,FALSE,-0.032323232,0.462626263
"1385","Used",16433.05,2016,992,"black","Harley-Davidson","Touring",100,846,"Private Seller",FALSE,TRUE,1,FALSE,0,TRUE,1,1
"560","Used",13826.69,2016,1142,"blue","Harley-Davidson","Cruiser",100,297819,"other",FALSE,TRUE,2,FALSE,0,TRUE,0.378787879,0.818181818
"4965","Used",3614.98,2009,18063,"other","Yamaha","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"470","Used",10232.07,2010,12000,"red","Harley-Davidson","Touring",100,152,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"998","Used",21564.11,2002,55479,"orange","Honda","Trike",100,1645,"other",FALSE,TRUE,3,TRUE,0,FALSE,0.204343434,0.554848485
"1378","Used",10879.63,2008,16100,"black","Harley-Davidson","Cruiser",100,310,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3249","Used",9524.29,2008,20359,"grey","Can-Am","Trike",100,45,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3056","New",24548.04,2017,36,"other","Ural","Dual-Purpose",100,274,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"3673","Used",18615.08,2015,2928,"black","Harley-Davidson","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3277","New",22437.36,2017,36,"other","Ural","Dual-Purpose",100,274,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"4856","Used",27014.9,2017,0,"other","Other","Gasoline",100,60,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2300","Used",969.58,1989,1706,"red","Suzuki","Sport Bike",100,111,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"2459","Used",8220.5,2015,9410,"black","Harley-Davidson","Gasoline",100,4,"other",TRUE,FALSE,0,FALSE,0,TRUE,0,0
"1829","Used",12965.02,2012,21973,"blue","Honda","Cruiser",80,98,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1007","New",6380.14,2014,2,"red","Honda","Touring",9.9,32557,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"1279","New",34520.93,2017,3,"blue","Honda","Touring",9.8,21591,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"874","Used",2048.18,1975,882,"red","Honda","Standard",100,418,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3417","Used",9786.3,2010,19144,"black","Harley-Davidson","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2633","Used",6490.78,2010,7878,"red","Triumph","Naked",100,12,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4838","Used",15283.78,2012,36740,"grey","BMW","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2165","Used",14163.65,1997,8824,"blue","Harley-Davidson","Cruiser",100,436,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"5008","Used",7274.39,2012,9675,"blue","Triumph","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"29","Used",4870.05,2003,1350,"black","Harley-Davidson","Cruiser",100,37,"Private Seller",FALSE,TRUE,2,FALSE,0,FALSE,0.345833333,0.654166667
"3691","New",10687.1,2015,0,"other","Kawasaki","Off-Road",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4108","Used",4838.87,2010,14804,"red","Honda","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1083","Used",14168.15,2005,48300,"black","Harley-Davidson","Cruiser",100,272,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"2883","Used",9752.07,2013,44025,"black","Harley-Davidson","Gasoline",100,501,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3383","Used",4174.51,2008,12323,"other","Yamaha","Gasoline",100,532,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1474","Used",13599.05,2017,805,"white","Indian","Touring",100,251,"Private Seller",TRUE,FALSE,1,FALSE,0,TRUE,0,0
"2787","Used",2577.78,2007,5250,"grey","Other","Standard",100,52,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.91,0.78
"4212","New",25861,2017,0,"white","BMW","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2508","Used",6444.45,2008,21000,"yellow","Ducati","Sport Bike",100,392,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,1,1
"5106","New",15565,2017,7,"white","Triumph","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1463","Used",3044.65,2005,20637,"blue","Yamaha","Sport Bike",9.1,218,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4948","Used",20554.77,2016,4979,"black","Harley-Davidson","Gasoline",50,397,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3147","Used",12522.82,2009,38866,"other","Harley-Davidson","Gasoline",100,220,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"505","Used",16173.09,2008,49801,"black","Harley-Davidson","Cruiser",100,297819,"other",FALSE,TRUE,2,FALSE,0,TRUE,0.41,0.79
"624","Used",14188.02,2012,26840,"black","Harley-Davidson","Touring",100,51,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"346","Used",9094.86,1970,9766,"blue","Harley-Davidson","Cruiser",100,250,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0.4,0.425
"247","Used",8022.15,1999,27095,"blue","Harley-Davidson","Standard",9.8,3280,"other",FALSE,TRUE,1,FALSE,0,FALSE,0.354166667,0.620833333
"2169","Used",8075.41,1976,10500,"white","Yamaha","Other",100,68,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2086","Used",3612.92,2008,1000,"yellow","Other","Chopper",9.9,893,"Owner",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"3531","Used",8132.77,2007,14952,"blue","Harley-Davidson","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1492","Used",2815.3,2008,35225,"blue","BMW","Touring",99,1135,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"3711","New",34539.1,2017,1,"other","Indian","Touring",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1483","Used",6604.15,2011,11906,"black","Harley-Davidson","Touring",100,117,"other",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"3638","Used",9229.4,2002,8600,"black","Other","Standard",100,625,"Private Seller",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4628","Used",2950.54,2003,22835,"blue","Yamaha","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3484","Used",13125.15,2014,876,"red","Kawasaki","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"977","Used",7024.9,2006,30025,"black","Harley-Davidson","Cruiser",100,70,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1563","Used",915.51,1982,84000,"red","Honda","Touring",100,1092,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"425","Used",1003.93,2013,6680,"blue","Harley-Davidson","Touring",100,1279,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"1929","Used",8811.81,2008,3037,"green","Other","Standard",100,1978,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"1429","Used",1964.5,2007,0,"other","Honda","Gasoline",100,305,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3102","Used",10337.67,1997,2500,"red","Other","Other",100,275,"Private Seller",TRUE,TRUE,1,FALSE,0,FALSE,0.283333333,0.333333333
"31","Used",7390.45,2012,1533,"black","Harley-Davidson","Touring",100,79,"other",FALSE,TRUE,1,FALSE,0,FALSE,1,1
"3222","Used",15284.93,2013,35857,"other","Harley-Davidson","Gasoline",100,2746,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1448","Used",6604.15,2011,11906,"black","Harley-Davidson","Touring",100,117,"other",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"1479","Used",5730.18,1987,6500,"blue","Honda","Sport Bike",100,4,"other",FALSE,TRUE,1,FALSE,0,FALSE,0.345,0.643333333
"3662","Used",26161.63,2015,5727,"red","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0
"4100","Used",11441.86,2011,13412,"red","Yamaha","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3319","Used",20787.1,2014,11732,"orange","Can-Am","Touring",100,179,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"997","Used",2491.41,1989,25019,"black","Harley-Davidson","Cruiser",100,297819,"other",FALSE,TRUE,0,FALSE,0,FALSE,0.8,0.75
"2636","Used",2836.43,2002,29225,"green","Kawasaki","Touring",100,1149,"Private Seller",TRUE,TRUE,3,TRUE,0,FALSE,0.489583333,0.633333333
"1716","Used",7133.59,2015,13500,"green","Kawasaki","Touring",100,213,"Private Seller",TRUE,FALSE,1,FALSE,0,TRUE,0.045454545,0.584848485
"5062","Used",3937.52,2005,29687,"black","Triumph","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"5078","New",16935.5,2018,0,"red","Ducati","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3683","Used",3165.27,2002,15000,"blue","Harley-Davidson","Sport Bike",100,432,"Private Seller",TRUE,FALSE,1,FALSE,0,FALSE,0.85,1
"1794","Used",9079.99,2011,920,"green","Kawasaki","Sport Bike",100,190,"Private Seller",FALSE,TRUE,3,FALSE,0,FALSE,0.036769481,0.360957792
"2733","Used",4047.71,1964,27800,"orange","Honda","Sport Bike",100,3,"Private Seller",FALSE,TRUE,2,FALSE,0,FALSE,0.5,0.55
"4931","New",11878.9,2017,0,"black","Triumph","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2581","Used",12999.24,2014,4800,"white","Ducati","Sport Bike",100,65,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3082","Used",5652.06,2014,490,"red","Other","Dual-Purpose",100,82,"Private Seller",TRUE,FALSE,1,FALSE,0,FALSE,0,0
"4950","Used",9440.94,2004,3450,"red","Other","Chopper",3.4,738,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2641","Used",7435.87,2002,5500,"other","Other","Cruiser",9.9,13359,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3983","New",12535.68,2014,0,"black","Suzuki","Cruiser",100,1354,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"1379","Used",3266.84,2013,3030,"yellow","Harley-Davidson","Cruiser",100,117,"other",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"2793","Used",4298.44,2009,5200,"blue","Suzuki","Standard",100,77,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"3150","Used",3161.13,1973,39636,"other","Other","Other",100,161,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"1264","Used",8139.68,2004,4590,"blue","Harley-Davidson","Sport Bike",100,479,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4570","New",5498.9,2017,0,"black","Other","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1146","Used",18008.83,2010,2134,"white","Harley-Davidson","Other",100,253,"other",TRUE,TRUE,0,FALSE,0,FALSE,0.406071429,0.708214286
"5254","Used",3215.2,2008,5883,"grey","Yamaha","Standard",4.7,12409,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3130","Used",12354.28,2007,41448,"black","Harley-Davidson","Gasoline",100,501,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4605","Used",7587.06,2004,5345,"blue","Harley-Davidson","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"1601","Used",4057.49,2005,18985,"yellow","BMW","Dual-Purpose",100,16,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"4795","Used",13538.87,2014,2214,"red","Yamaha","Gasoline",50,397,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3364","Used",14187.64,2014,511,"black","Harley-Davidson","Gasoline",100,532,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"1575","Used",67.75,1973,4003,"blue","Yamaha","Dual-Purpose",100,176,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"2618","Used",3128.78,2007,15100,"red","Ducati","Café Racer",100,34,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"47","Used",3446.61,2003,22896,"blue","Harley-Davidson","Cruiser",100,109,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0
"144","Used",48622.47,2014,8180,"red","Harley-Davidson","Touring",100,1016,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"345","Used",28228.75,2013,6800,"black","Harley-Davidson","Other",100,1203,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0
"4474","Used",6815.36,2007,11547,"other","Suzuki","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2860","Used",20081.32,2014,15644,"black","Harley-Davidson","Gasoline",100,14,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"632","Used",23985.54,2009,6950,"black","Harley-Davidson","Trike",100,116,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3296","New",20986,2015,26,"orange","Can-Am","Standard",100,1422,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0
"4223","New",23441,2017,7,"blue","BMW","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"4883","New",58185.7,2016,0,"red","Other","Gasoline",100,573,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"2374","Used",5146.49,2014,200,"blue","Yamaha","Off-Road",100,104,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.258333333,0.485833333
"3958","Used",4283.44,2006,12783,"black","Honda","Sport Bike",100,5,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3651","Used",8144.35,2008,5738,"black","Kawasaki","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0
"3337","Used",7545.01,2013,9890,"black","Triumph","Gasoline",100,501,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3963","Used",1523.84,2002,15000,"black","Suzuki","Sport Bike",100,232,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"275","Used",4028.25,2009,14405,"black","Harley-Davidson","Cruiser",9.1,218,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"3306","Used",8019.86,1967,8000,"red","Other","Other",100,242,"Private Seller",FALSE,TRUE,1,FALSE,1,FALSE,1,1
"750","Used",8680.53,2005,14000,"black","Harley-Davidson","Touring",100,751,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2015","Used",799.55,1986,1460,"red","Honda","Scooter",100,311,"Private Seller",TRUE,TRUE,1,FALSE,0,FALSE,0.25,0.433333333
"4061","Used",10830.85,2009,9014,"red","Honda","Standard",86,41,"other",FALSE,TRUE,1,FALSE,0,FALSE,0.7,0.6
"2816","Used",27722.52,2009,8419,"red","Harley-Davidson","Gasoline",100,14,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0
"2620","Used",3686.1,2017,0,"orange","KTM","Off-Road",100,117,"other",TRUE,TRUE,0,FALSE,0,FALSE,0,0
